#
# Futa Routing
#
LFSexytimesFuta1T;In The Bedroom;;;;;;;;;;;;;x
LFSexytimesFuta1Male;Feeling that unmistakable urge between my legs, I bite my lip and gaze at [lf_sex_partner.GetFirstName] seductively. He picks up on my intentions, and we both head to my bedchambers, disrobing once the door is shut and locked. Fully naked and locked in each others' arms, I say to him...;;;;;;;;;;;;;x
LFSexytimesFuta1Fem;Feeling that unmistakable urge between my legs, I bite my lip and gaze at [lf_sex_partner.GetFirstName] seductively. She picks up on my intentions, and we both head to my bedchambers, disrobing once the door is shut and locked. Fully naked and locked in each others' arms, I say to her...;;;;;;;;;;;;;x
LFSexytimesFuta1Futa;Feeling that unmistakable urge between my legs, I bite my lip and gaze at [lf_sex_partner.GetFirstName] seductively. She picks up on my intentions, and we both head to my bedchambers, disrobing once the door is shut and locked. Fully naked and locked in each others' arms, I say to her...;;;;;;;;;;;;;x
LFSexytimesFuta1Standard;"Let us enjoy our time together.";;;;;;;;;;;;;x
LFSexytimesFuta1Dom;"Get on your knees and call me Mistress, pet.";;;;;;;;;;;;;x
LFSexytimesFuta1Sub;"I am yours to use, my [lf_sex_partner.GetMasterMistress].";;;;;;;;;;;;;x
#
# Futa Dom Routing
#
LFSexytimesFuta2Male;[lf_sex_partner.GetFirstName] whimpers but gets down on his knees. "I am yours, my Mistress," he speaks softly while kissing and licking your legs. Your pet certainly knows his place. And now that he does, you have a choice of what to make him do.;;;;;;;;;;;;;x
LFSexytimesFuta2Futa;[lf_sex_partner.GetFirstName] whimpers but gets down on her knees. "I am yours, my Mistress," she speaks softly while kissing and licking your legs. Your pet certainly knows her place. And now that she does, you have a choice of what to make her do.;;;;;;;;;;;;;x
LFSexytimesFuta2Fem;[lf_sex_partner.GetFirstName] whimpers but gets down on her knees. "I am yours, my Mistress," she speaks softly while kissing and licking your legs. Your pet certainly knows her place. And now that she does, you have a choice of what to make her do.;;;;;;;;;;;;;x
LFSexytimesFuta2TTOral;"Put your mouth to good use, pet." (Oral);;;;;;;;;;;;;x
LFSexytimesFuta2TTVag;"My cock is going in you, pet. (Vaginal);;;;;;;;;;;;;x
LFSexytimesFuta2TTAnal;"My cock is going in you, pet." (Anal);;;;;;;;;;;;;x
#
# Futa Standard Routing
#
LFSexytimesFuta3Male;[lf_sex_partner.GetFirstName] growls softly in your ear as his hands roam across your body. His groping is gentle, and you reward him in kind with your fingers locked around his erect shaft. You whisper into his ear...;;;;;;;;;;;;;x
LFSexytimesFuta3Fem;[lf_sex_partner.GetFirstName] growls softly in your ear as her hands roam across your body. Her groping is gentle, and you reward her in kind with your fingers softly stroking her wet mound. You whisper into her ear...;;;;;;;;;;;;;x
LFSexytimesFuta3Futa;[lf_sex_partner.GetFirstName] growls softly in your ear as her hands roam across your body. Her groping is gentle, and you reward her in kind with your fingers locked around her erect shaft. You whisper into her ear...;;;;;;;;;;;;;x
LFSexytimesFuta3TTOral;"Tonight, I want us to use our mouths." (Oral);;;;;;;;;;;;;x
LFSexytimesFuta3TTVag;"I want your pussy, darling." (Vaginal);;;;;;;;;;;;;x
LFSexytimesFuta3TTAnal;"I want something special, love." (Anal);;;;;;;;;;;;;x
#
# Writing provided by jim raynor on LL
#
#
# Futa Sub Results
#
LFSexytimesFuta4FemOral;My mistress snaps her fingers at me to pull my eyes away from her alluring knockers, which jiggle softly as she walks toward me. She smiles when she meets my eyes, but I know my mistake. I am her pet, and it was unbecoming of me to ogle my mistress so brazenly.\n  “Why, you are already hard!” She squeezes my now standing dick and then pull me by it. It doesn’t hurt – but I can’t help but moan.\n  Leading me to bed mistress [lf_sex_partner.GetFirstName] lays down before me, her skin smooth and supple against the bedsheets.\n  “Come here, pet…” she purrs, “Show your mistress some loving…”\n  Already excited, I part her legs slowly, taking in the gorgeous view of her glazed pussy. The feminine smell wafting from her wet snatch make my nose tingle and I feel wetness growing between my legs. I wait for my mistress to nod, then dive into the folds of her labia, licking and slurping. She runs her fingers through my hair, pleased that her pet has been learning her lessons. I run my tongue on the soft bean of her clit, putting the folds of skin covering the pleasure spot away.\n  “What a precious little pet you are, my sweet!” My mistress manages to speak from the throes of her passion. As if to confirm her statement, I insert one of my fingers in her tight cunt, now getting all the more slippery. I suspect she is close to orgasm, her squirming getting more and more intense. I smile as I plunge my tongue in my mistress’s pussy, slurping up the honey and driving her towards the edge.  I work my tongue as if in frenzy, licking out every drop of my lover’s nectar. More and more of their juices continue to rush out, only to be slurped by me. They roll and squirm around, pushing my head deeper within their nether regions. Finally, as I am sucking on their engorged clit, my lover reaches a beautiful orgasm, shuddering and shivering and calling out my name is sheer ecstasy. When the pleasure subsides my lover stares at my face and heaving breasts, covered in their juices. I smile as I plant a final kiss on their thighs, and listen to those exhilarating words, “You were quite good, for a pet...”;;;;;;;;;;;;;x
